"Country","Year","Sex","Total","Age00_01","Age01_04","Age05_14","Age15_24","Age25_34","Age35_44","Age45_54","Age55_64","Age65above","Unspecified_Age"
"France",2012,"Male",30780362,392346,1592724,3995444,3900107,3856840,4226095,4239450,3910857,5058845,0
"France",2014,"Female",33044342,368054,1513475,3878553,3711936,3985618,4207741,4400663,4182475,7163886,0
"Georgia",2010,"Male",2127300,32100,113400,254800,351600,337200,292900,297900,214600,264900,0
"Georgia",2010,"Female",2341900,29800,100100,229200,338800,338000,314200,345800,262200,413600,0
"Georgia",2009,"Male",2094850,31550,102850,262650,360500,324500,286700,292450,196300,268900,0
"Georgia",2009,"Female",2316050,27500,90250,238250,350000,328450,312800,340150,239900,416250,0
"Georgia",2017,"Female",1939421,26628,106743.5,219256,209556.5,272804,249439.5,252366,264418.5,358133.5,0
"Georgia",2008,"Female",2304150,23700,88650,244450,355700,324250,315350,334100,224300,417350,0
"Georgia",2021,"Male",1783109,23995,105076,269302.5,220618.5,252762.5,250765,224912,221989,235489.5,0
"Georgia",2013,"Male",2140100,29600,124200,249800,325300,348000,300600,294300,232200,265700,0
"Georgia",2020,"Female",1929464.5,22662.5,103134.5,239564.5,198721.5,254151.5,251425.5,238050.5,269461.5,368070.5,0
"Georgia",2008,"Male",2079600,28350,99200,267950,365400,318700,286550,287000,183500,271300,0
"Georgia",2017,"Male",1788582.5,28208.5,114714.5,243363.5,230876,274347,243184.5,232504.5,216834,230741.5,0
"Georgia",2018,"Male",1791229,27032.5,117213.5,247168.5,226245.5,271832,244486,229493,220638,231972,0
"Georgia",2018,"Female",1935319.5,25067,109607.5,223630.5,203557,268499,249182.5,245961.5,267485.5,360466.5,0
"Georgia",2012,"Female",2349400,27200,110000,223200,324000,344400,316600,342700,276900,411600,0
"Georgia",2019,"Female",1929572,23867,108025,230446,200539,261140,248974,240459,269096,363961,0
"Georgia",2020,"Male",1793251,24547,110217.5,261822,223591.5,260819.5,249425.5,226142.5,223856,235034.5,0
"Georgia",2021,"Female",1925501,22058.5,97968.5,247556,196982.5,246850,253795,236807.5,267750.5,371447,0
"Georgia",2016,"Male",1784661.5,29810.5,111048,239399,238818.5,273236.5,241574.5,235336.5,212513,230832,0
"Georgia",2019,"Male",1790589,25699,115620,253105,224494,265663,245593,226933,223319,233591,0
"Georgia",2011,"Female",2347800,28600,104000,226900,334600,340800,315800,345600,268000,412100,0
"Georgia",2013,"Female",2347100,27400,113400,221800,310500,345600,316700,339000,284800,415300,0
"Georgia",2016,"Female",1942843.5,27959.5,102734.5,215099,218926.5,273636,249977,258910,260637,356452.5,0
"Georgia",2015,"Female",1944848.5,28747.5,99031.5,210104,229987.5,272372.5,250994,265306,256101,354806.5,0
"Georgia",2012,"Male",2141300,29700,122900,249100,337800,345900,299200,297200,225700,263500,0
"Georgia",2014,"Male",1776700,30700,101800,208400,264500,288500,249100,242200,195100,227100,0
"Georgia",2011,"Male",2135600,31100,117100,252600,348400,341000,295600,298100,218900,263900,0
"Georgia",2014,"Female",1950300,28900,95000,183700,251400,286500,262900,279800,239700,351300,0
"Georgia",2015,"Male",1780427.5,31033,107261,234841,248326.5,270737.5,240507.5,238459,207566,230957,0
"Germany",2012,"Male",40274160,343002,1405009,3782823,4612682,5099210,5577076,6938843,5224396,7634123,0
"Germany",2017,"Male",40770342,403067,1548337,3758695,4563858,5464903,5004992,6603106,5751245,7918073,0
"Germany",2017,"Female",41886661,383620,1466590,3549858,4151133,5123180,4910805,6474671,5889244,9866489,0
"Germany",2012,"Female",41643189,325720,1335502,3590435,4384528,4917857,5382054,6707779,5352331,9972700,0
"Germany",2018,"Male",40905128,402326,1591833,3776642,4521050,5473268,5058147,6399828,5908842,8005400,0
"Germany",2011,"Female",41626233,326894,1333487,3641215,4432422,4854346,5582898,6613949,5205407,9628215,0
"Germany",2019,"Female",42090810,379603,1541382,3593851,4102685,5113146,5015530,6064455,6166984,10029873,0
"Germany",2008,"Male",40238595,351137,1422985,3978422,4821264,4906502,6618168,6402996,4722743,7365515,0
"Germany",2008,"Female",41881181,333241,1349624,3776108,4619410,4780395,6326209,6248593,4839488,9941354,0
"Germany",2019,"Male",41002152,399821,1623084,3803300,4476528,5473132,5123165,6157576,6071621,8089424,0
"Germany",2009,"Female",41741500,328428,1339691,3726357,4552176,4784538,6065168,6380351,4894991,9998228,0
"Germany",2010,"Female",41657600,327370,1332509,3687564,4489057,4807946,5813625,6503070,5026286,9714619,0
"Germany",2014,"Female",41286155,340699,1329570,3501907,4215773,5005685,4993069,6734932,5533235,9531679,0
"Germany",2013,"Male",39469105,348004,1383648,3723771,4474441,5060529,5200292,6849018,5232744,7422337,0
"Germany",2016,"Female",41743048,373453,1419104,3535617,4176689,5117152,4904903,6610161,5762575,9763489,0
"Germany",2015,"Male",40174790,375057,1447060,3716736,4520300,5336932,5018342,6836189,5479808,7682303,0
"Germany",2009,"Male",40133270,345563,1412486,3925018,4760066,4909814,6318539,6554118,4768022,7485207,0
"Germany",2014,"Male",39696345,358791,1401133,3695813,4452615,5179803,5071401,6878013,5350616,7537357,0
"Germany",2018,"Female",42000654,382201,1510230,3568059,4125866,5122081,4957214,6286072,6025509,9948710,0
"Germany",2011,"Male",40152977,343546,1404143,3835083,4653810,5006064,5786102,6827949,5073284,7461471,0
"Germany",2010,"Male",40099871,344107,1404418,3883512,4702588,4940288,6035158,6696684,4894134,7455431,0
"Germany",2016,"Male",40605621,393058,1499383,3744235,4585683,5454535,5006026,6751184,5609977,7808312,0
"Germany",2020,"Female",42128805,375679,1555683,3629135,4066944,5084114,5074932,5841279,6295002,10112864,0
"Germany",2013,"Female",41176500,330479,1312510,3529729,4259808,4928834,5122181,6713588,5418381,9470996,0
"Germany",2015,"Female",41511821,355513,1372350,3517216,4195185,5061297,4924027,6692589,5643598,9654512,0
"Germany",2020,"Male",41032066,396447,1637451,3840138,4420526,5447996,5187068,5912060,6215264,8175790,0
"Greece",2011,"Male",5595107,56663,238012,542702,598754,820631,902207,793249,670701,1004461,0
"Greece",2020,"Female",5492836,41382,181502,515786,528984,567353,759047,822287,744193,1315601,0
"Greece",2014,"Female",5601572,45116,203858,526123,552323,689746,825439,803999,697911,1261475,0
"Greece",2015,"Male",5246345,47150,204774,551510,561302,669357,807401,751390,643572,1029698,0
"Greece",2010,"Female",5708764,56257,220665,510970,570284,777901,864200,797314,704299,1242219,0
"Greece",2012,"Male",5431556,52965,230151,548750,605261,790487,843850,746950,634656,1009963,0
"Greece",2012,"Female",5661227,49879,219986,524175,576914,746111,839779,786753,687467,1243410,0
"Greece",2014,"Male",5290797,47742,215106,551030,572505,702789,816321,748359,640161,1019556,0
"Greece",2015,"Female",5574619,44488,193266,526126,541528,662893,818308,809489,707372,1271868,0
"Greece",2016,"Male",5222749,47754,198082,552292,557250,642151,800287,756001,646628,1039477,0
"Greece",2018,"Female",5523720,42974,184807,522111,528426,595155,792854,817430,732106,1295987,0
"Greece",2011,"Female",5704918,53325,223301,510880,559712,755289,862151,802979,709162,1258096,0
"Greece",2008,"Male",5565281,59294,224968,543879,642167,874575,880911,769227,643668,972187,0
"Greece",2018,"Male",5209178,45559,195118,551281,565315,602557,785455,767363,652635,1054279,0
"Greece",2016,"Female",5553240,44985,186903,525663,533936,637640,810805,813136,716112,1280571,0
"Greece",2010,"Male",5598793,59835,235416,542343,612178,845373,900409,785282,665249,992194,0
"Greece",2009,"Female",5695655,57081,215278,512001,581847,796656,859742,791199,696072,1226617,0
"Greece",2020,"Male",5205753,43575,191468,545369,581350,585130,757757,776421,659898,1068183,0
"Greece",2019,"Male",5211873,44242,194186,548910,575234,591255,774249,772996,656325,1060937,0
"Greece",2019,"Female",5509677,41882,183979,519061,528655,578633,778220,819888,739056,1304976,0
"Greece",2017,"Female",5539016,44517,185269,524803,529858,615669,802745,815648,724153,1288536,0
"Greece",2008,"Female",5671787,55514,210569,512841,595248,809164,852268,782242,684078,1210749,0
"Greece",2013,"Female",5625491,47119,213196,524573,564219,716209,833399,796706,689700,1249065,0
"Greece",2017,"Male",5215685,47202,195905,552955,559416,621573,793639,761839,649508,1047602,0
"Greece",2009,"Male",5587096,60719,230055,543425,626013,863841,892391,777994,656266,981548,0
"Greece",2013,"Male",5339750,49901,223736,549292,585990,737922,826915,745768,637392,1009738,0
"Hungary",2015,"Female",5150879,44931,175572,473285,551149,610907,784274,645370,752507,1157820,0
"Hungary",2016,"Male",4681905,47912.5,187674,495244,568064.5,633114,798386,640718.5,628695,730009,0
"Hungary",2016,"Female",5132118,45387,177330,470109,536865,602784.5,781308.5,651106,736922,1175693,0
"Hungary",2017,"Female",5114519.5,45986,179440.5,466790,524102,598952.5,774299,660481,718747,1191707.5,0
"Hungary",2018,"Female",5101852,45472,181788,464597,513782,599586,764149,673174,696827,1207955,0
"Hungary",2019,"Male",4678306,47666,192894,489344,535075,643624,768036,692461,579977,776900,0
"Hungary",2017,"Male",4673446.5,48486,189635,492053,554773.5,632657.5,792193,653408.5,615866,742860,0
"Hungary",2018,"Male",4673712,47957,191767,490251,544658,637125,784253,669451,599773,756439,0
"Hungary",2019,"Female",5092836,44981,182882,463773,503757,602325,746041,692744,669472,1231844,0
"Hungary",2011,"Male",4737813,45277,199123,499293,623854,758588,765682,604659,627632,658987,0
"Hungary",2010,"Female",5249623,44768,192096,477532,607500,748440,720104,666209,735569,1102177,0
"Hungary",2009,"Female",5262674.5,46738,191125,485140,615143.5,770068,694091.5,696567,715718,1094821.5,0
"Hungary",2013,"Male",4709672,45949.5,189854.5,497640,608252.5,664875.5,795969,613828.5,655723.5,683528.5,0
"Hungary",2010,"Male",4750401,47112,202052,503475,635049,780872,737575,622539,611830,657014,0
"Hungary",2013,"Female",5183409.5,43228.5,180212,471456,576334,642912.5,778681,638030,773391.5,1122392.5,0
"Hungary",2014,"Male",4699585,46750,186247.5,499482.5,595595.5,648133.5,800674.5,621403,649104,698944.5,0
"Hungary",2015,"Male",4692149,47368,185648,499016,582471,637775,801678,631025,639654,714887,0
"Hungary",2011,"Female",5233914,42870,189456,473510,595635,727841,745652,642375,754455,1104995,0
"Hungary",2012,"Male",4720309.5,45542,194044.5,497525,618784,685537,785314.5,610886.5,658455,669763,0
"Hungary",2012,"Female",5200052,42804,184792.5,470869.5,586456,664790.5,769182.5,639040,777543.5,1107377.5,0
"Hungary",2014,"Female",5166883,44349.5,176336.5,473335,564343,624055,783077,640801,764759,1140176.5,0
"Hungary",2009,"Male",4759975,49202.5,201349.5,511177,641509,802616,708808,647791.5,593724.5,652999.5,0
"Hungary",2008,"Female",5271882,47122,189152,494614,620679,783195,676117,725925,699008,1083197,0
"Hungary",2008,"Male",4766306,49523,199617,520680,645909,815714,687784,672905,578165,645537,0
"Iceland",2008,"Male",163176,2469,9092,22177,24143,25691,23693,22769,16397,18861,0
"Iceland",2021,"Male",191069,2485.5,9098,24140.5,24630.5,31967,27045,23486.5,21600,28363.5,0
"Iceland",2021,"Female",181451,2223,8418.5,23030.5,23560.5,27835,24139.5,22005,21492,29686.5,0
"Iceland",2013,"Male",162378,2227.5,9691.5,22051,24214.5,23317.5,21209,21326,18552.5,21532.5,0
"Iceland",2014,"Male",164252,2180,9482.5,22445.5,24185,23710.5,21532,21198.5,18995.5,22211,0
"Iceland",2008,"Female",156179,2289,8669,21461,22861,22818,21615,20910,15568,21527,0
"Iceland",2009,"Male",161548,2493,9346,22143,23991,24715,22603,22202,16879,19284,0
"Iceland",2009,"Female",157698,2417,8786,21382,22973,22959,21384,21348,16063,22018,0
"Iceland",2010,"Male",159971,2529,9502.5,21935,23905,23609.5,21768,21816,17174,19860,0
"Iceland",2012,"Female",159815,2197,9217.5,21068,22968,22249,20705,21745,17723.5,23246.5,0
"Iceland",2014,"Female",163133.5,2161.5,9092,21544,22989,22707.5,21098.5,21556.5,18715.5,24402,0
"Iceland",2017,"Male",174316.5,2087,8767.5,23428,24281.5,26747,23999,21768,20346,24427.5,0
"Iceland",2017,"Female",169083,1984,8546,22299,23106,24019.5,22347,21458.5,20003.5,26190.5,0
"Iceland",2013,"Female",161386,2208.5,9184.5,21274.5,22970,22444.5,20815,21708.5,18209.5,23822.5,0
"Iceland",2015,"Male",166228,2168,9149,22771,24116,24128,22088,21031,19410,23030.5,0
"Iceland",2015,"Female",164586.5,2067.5,8877.5,21738,22962,22913,21489.5,21368.5,19230.5,24940,0
"Iceland",2010,"Female",158070,2409,8982.5,21185,22907,22557.5,21052.5,21473,16614.5,22499.5,0
"Iceland",2011,"Male",160185,2422,9679.5,21827.5,24083,23084.5,21403.5,21716.5,17631.5,20345,0
"Iceland",2011,"Female",158828.5,2270,9170.5,21068,22925.5,22336.5,20854,21620.5,17173,22830.5,0
"Iceland",2012,"Male",160901,2319.5,9745.5,21827,24210,22931,21187,21508.5,18115,20929,0
"Iceland",2020,"Male",187992,2331,8849.5,24083.5,24485.5,31348.5,26641.5,23252,21377.5,27261.5,0
"Iceland",2018,"Male",180218.5,2180.5,8706,23753.5,24448,28837.5,25189.5,22511.5,20805,25371.5,0
"Iceland",2018,"Female",172502,1981.5,8382,22608.5,23304,25188,22771,21722,20471,26906.5,0
"Iceland",2019,"Male",184889,2256,8737,23935,24509,30465,26126,23034,21131,26313,0
"Iceland",2016,"Female",166287.5,1999,8676,21967,22970,23232,21942.5,21272,19608.5,25526,0
"Iceland",2016,"Male",169151.5,2082,8914,23040,24098,25028.5,22871,21151,19830.5,23693,0
"Iceland",2019,"Female",175674,2091,8214,22789,23428,26293,23269,21785,20903,27811,0
"Iceland",2020,"Female",178471,2163.5,8250.5,22926,23405.5,27101.5,23741.5,21857,21232.5,28710,0
"Ireland",2013,"Male",2273846,36394,149922,327603,273178,341171,352067,296098,236143,292842,0
"Ireland",2013,"Female",2319278.8,34807,144624,314333,260127,366261,354542,299106,238646,329672,0
"Ireland",2008,"Male",2206256,36751,131463,298953,310260,394740,329666,272502,217386,247794,0
"Ireland",2008,"Female",2215821,35203,124468,285360,307663,388880,322569,270767,213757,293122,0
"Ireland",2009,"Male",2217664,37758,137525,305241,290474,390586,333031,278429,222797,255794,0
"Ireland",2009,"Female",2241641,35731,130624,290873,292951,394145,327441,276692,220066,299224,0
"Ireland",2011,"Male",2270506,36880,145085,317962,292307,369966,347854,287917,230960,274316,0
"Ireland",2015,"Male",2317718,32806,139560,339386,291892,320657,361879,304461,244237,311024,0
"Ireland",2018,"Male",2405752,31266,132000,352589,308475,306303,376298,322243,261011,340919,0
"Ireland",2015,"Female",2370069,31354,134212,324387,279718,347182,370893,307735,247158,346694,0
"Ireland",2018,"Female",2451263,30263,125767,336847,296977,320637,391953,325640,265384,375293,0
"Ireland",2012,"Female",2315795,36379,142193,307698,273610,378732,349995,295028,234265,323056,0
"Ireland",2012,"Male",2269612,38137,147892,322478,279882,354740,349993,291326,233671,285137,0
"Ireland",2011,"Female",2304382,35572,138502,302715,287304,386278,344569,289930,229524,314869,0
"Italy",2013,"Female",31046867,251085,1076074,2752044,2892351,3469280,4650448,4722017,3881888,7243792,0
"Italy",2014,"Male",29493077,258634,1123934,2948232,3066963,3494152,4587406,4708785,3681423,5736286,0
"Italy",2017,"Female",31100035,224505,974274,2748767,2832483,3292861,4250337,4945206,4127510,7507928,0
"Italy",2014,"Female",31296063,244207,1061703,2778922,2894944,3445649,4604335,4842198,3930655,7346367,0
"Italy",2015,"Male",29478956,250929,1092264,2944182,3057509,3451808,4479156,4760727,3722120,5818556,0
"Italy",2016,"Female",31176467,230256,1002872.5,2763409.5,2853207.5,3342193.5,4374303,4924645.5,4042617.5,7460532,0
"Italy",2017,"Male",29436674,237420,1030360,2916057,3057494,3385305,4243935,4820771,3862976,5956829,0
"Italy",2011,"Male",28720934,277315,1145113,2864380,3033825,3578660,4675530,4349148,3604857,5469421,0
"Italy",2011,"Female",30658528,262624,1084261,2705018,2887985,3576333,4720256,4498537,3844559,7341579,0
"Italy",2012,"Male",28808102.5,270624,1138140,2873682,3031610,3519920,4630131,4438063,3594773,5463053.5,0
"Italy",2012,"Female",30731622.5,257073,1078804,2718455,2883565,3504130,4665312,4586081,3844033,7131807.5,0
"Italy",2013,"Male",29187081,265453,1138014,2915569,3051918,3500820,4624910,4582161,3632536,5607530,0
"Italy",2015,"Female",31251626,237191,1032514,2775414,2874645,3394610,4494144,4892784,3976180,7405290,0
"Italy",2009,"Female",30972785,275472,1104939,2725983,2969603,3872976,4869910,4339255,3774165,7083613,0
"Italy",2016,"Male",29451031,243378,1060695,2931610.5,3053336.5,3413421,4363913.5,4795530.5,3782956,5892304.5,0
"Italy",2018,"Female",30733389,215119,939965,2698427,2796106,3212640,4074499,4900404,4185251,7501784,0
"Italy",2018,"Male",29143832,227918,993517,2862336,3042131,3316867,4070490,4787359,3925019,5979080,0
"Italy",2009,"Male",29219913,290753,1169715,2886464,3121458,3939821,4911729,4236054,3558596,5312710,0
"Italy",2010,"Male",29350339,287504,1174741,2906335,3116429,3839282,4888600,4350359,3622355,5362130,0
"Italy",2010,"Female",31133047,271675,1111633,2743696,2961065,3781490,4860501,4462543,3851182,7113215,0
"Italy",2019,"Female",30480690,199381,890122,2640215,2790249,3109158,3810134,4834602,4375328,7590540,0
"Italy",2008,"Female",30781094,274309,1096567,2708656,2969403,3960976,4856368,4215837,3719374,7006288,0
"Italy",2019,"Male",28958161,210584,940438,2801312,3030400,3232173,3815605,4733722,4125124,6096729,0
"Italy",2008,"Male",29051085,289945,1161545,2866857,3118926,4036299,4908332,4121999,3511222,5237186,0
"Kazakhstan",2016,"Male",8622758.5,201799.5,807376.5,1516076.5,1279853.5,1516552.5,1156193,986589,711095.5,644629.5,0
"Kazakhstan",2017,"Female",9307887.5,189747,754046,1502707,1191961.5,1564227.5,1231550,1099223,935028,1015170,0
"Kazakhstan",2021,"Female",9778230,209539,766788,1738804,1155577,1495814,1324817,1108424,1020917,1151347,0
"Kazakhstan",2013,"Female",8813427,184672,699943,1246955,1405609,1451026,1180729,1109025,802727,907651,0
"Kazakhstan",2020,"Female",9658399,198671.5,759605,1685214.5,1144535.5,1532828,1294139,1101050.5,1008827,1116606.5,0
"Kazakhstan",2012,"Female",8691315,181154,678380,1198748,1464381,1407854,1167698,1106028,771435,896791,0
"Kazakhstan",2021,"Male",9224590,223552,818258,1839887,1212053,1493213,1276664,1000243,825730,752633,0
"Kazakhstan",2008,"Male",7541052,171414,576736,1182019,1540282,1232084,1034949,919944,466828,588210,0
"Kazakhstan",2016,"Female",9201596.5,189299.5,758949,1436049,1233099.5,1549426,1219381,1101605.5,902840.5,987183.5,0
"Kazakhstan",2018,"Female",9424205,189299.5,758949,1566761.5,1163583.5,1566260.5,1247379,1097469,965007,1043862,0
"Kazakhstan",2009,"Male",7663757,180751,617027,1179629,1533027,1263819,1039811,940655,506025,583764,0
"Kazakhstan",2012,"Male",8100113,191150,717195,1261734,1481240,1384736,1101130,981005,590813,582260,0
"Kazakhstan",2014,"Female",8939602,189460,714448,1307309,1344351,1490998,1194462,1109105,835067,932788,0
"Kazakhstan",2015,"Male",8478502,203615,771955,1445862,1326082,1492576,1143124,987530,677996,629451,0
"Kazakhstan",2015,"Female",9065624,191978,729826,1370388,1285407,1524321,1207730,1105728,868400,961680,0
"Kazakhstan",2017,"Male",8729888,202800,800022.5,1587022,1241241.5,1534517.5,1171532.5,986857.5,741388,662401.5,0
"Kazakhstan",2011,"Female",8574280,177526,646529,1169247,1514356,1367342,1155011,1098855,739647,883293,0
"Kazakhstan",2019,"Male",8973665,204682.5,808395,1720211,1199177,1538479.5,1215918.5,987701,795064.5,703298,0
"Kazakhstan",2013,"Male",8221849,195369,739910,1313549,1429864,1425587,1113714,985250,617606,593390,0
"Kazakhstan",2008,"Female",8132946,162706,547089,1130043,1496633,1240283,1102639,1062868,616480,936911,0
"Kazakhstan",2019,"Female",9540008,191959.5,759260,1626826,1147786,1555888,1268293.5,1097517,989839.5,1079493,0
"Kazakhstan",2011,"Male",7974496,187700,683671,1218724,1526023,1344771,1089360,973091,565356,573500,0
"Kazakhstan",2010,"Female",8455933,173442,609065,1155258,1549811,1332552,1143938,1083852,698710,882747,0
"Kazakhstan",2018,"Male",8852247,201799.5,807376.5,1655799.5,1213327,1542676,1191258.5,986722.5,770189.5,679550.5,0
"Kazakhstan",2020,"Male",9097266.5,212465,809772,1781966,1198415,1522680.5,1244272,992203,813467,728789,0
"Kazakhstan",2010,"Male",7867354,183832,643781,1212500,1555580,1310211,1078768,958831,534490,573193,0
"Kazakhstan",2014,"Male",8349508,201267,755091,1377917,1377269,1462224,1128450,987585,646296,611214,0
"Kazakhstan",2009,"Female",8261182,170733,585793,1126895,1488994,1269302,1106952,1084408,670026,928812,0
"Kyrgyzstan",2014,"Female",2949058,75814,284637,529606,548946,491445,350688,311941,203396,228399,0
"Kyrgyzstan",2010,"Female",2758729,67240,231546,507097,588624,424270,340085,295209,158118,213780,0
"Kyrgyzstan",2019,"Female",3252895,83034,305635,643406,504712,556046,389775,321250,261956,270115,0
"Kyrgyzstan",2013,"Female",2892180,74434,270775,519911,559784,472177,346893,308638,191380,222622,0
"Kyrgyzstan",2014,"Male",2886758,80183,298752,550704,567126,495103,341412,285819,168919,178923,0
"Kyrgyzstan",2008,"Female",2654699,59386,213049,504335,554497,411780,337859,281032,130253,221894,0
"Kyrgyzstan",2010,"Male",2689231,70635,240983,526711,597408,429972,328300,268853,130115,166889,0
"Kyrgyzstan",2015,"Male",2948932,82535,308245,569962,557006,513358,347333,288182,179984,184862,0
"Kyrgyzstan",2017,"Female",3126301,74796,303186,595887,516566,538276,368906,317749,240359,245372,0
"Kyrgyzstan",2008,"Male",2595438,62705,224073,523285,564626,411703,330977,258794,112640,169340,0
"Kyrgyzstan",2009,"Female",2726617,60790,224930,511404,591310,414721,339331,287885,145180,211856,0
"Kyrgyzstan",2013,"Male",2827672,78425,284018,539750,575574,476515,336523,282551,158326,174415,0
"Kyrgyzstan",2011,"Female",2792040,71046,244105,505791,580711,434790,341460,300240,169102,215841,0
"Kyrgyzstan",2016,"Female",3126301,74796,303186,595887,516566,538276,368906,317749,240359,245372,0
"Kyrgyzstan",2016,"Male",3072164,78878,321049,621490,536609,544677,363671,292465,202521,189682,0
"Kyrgyzstan",2019,"Male",3203620,87063,323582,672562,525087,565779,388141,297273,221859,209337,0
"Kyrgyzstan",2009,"Male",2656660,63983,233440,531076,598601,419968,327994,262404,119125,164052,0
"Kyrgyzstan",2012,"Female",2837242,72954,256883,511854,570274,451969,343772,304469,179409,218612,0
"Kyrgyzstan",2017,"Male",3072164,78878,321049,621490,536609,544677,363671,292465,202521,189682,0
"Kyrgyzstan",2011,"Male",2722714,74342,254723,525127,591049,440462,329224,273843,139436,168850,0
"Kyrgyzstan",2015,"Female",3008339,77455,293209,547463,537476,509797,355378,314178,215510,235328,0
"Kyrgyzstan",2018,"Female",3187390,77943,303513,620387,509127,548590,378153,319472,251742,256406,0
"Kyrgyzstan",2018,"Male",3135725,82223,321545,647633,529536,556461,374799,294724,212771,198256,0
"Kyrgyzstan",2012,"Male",2770269,76700,268614,531219,583127,457076,332385,278320,148103,171425,0
"Latvia",2008,"Male",999845,12126,44025,100371,168486,151948,146797,146043,104745,136390,0
"Latvia",2014,"Female",1079656,10249,38120,95858,106420,137117,135994,149460,147828,261378,0
"Latvia",2008,"Female",1177477,11662,41980,95665,161440,147186,152132,166535,140608,267447,0
"Latvia",2020,"Female",1022358.5,8749.5,39734.5,98863.5,83956,119773,126266.5,134483,148370.5,260683,0
"Latvia",2019,"Male",882932.5,9742.5,44596.5,102941,90219,133092,127641,125080.5,120597,136429.5,0
"Latvia",2019,"Female",1030889,9146.5,41128.5,97579,84542,124982.5,126731.5,135565,150041,260317.5,0
"Latvia",2012,"Male",930696,9863,42887,97001,129182,142886,136431,138787,110949,131313,0
"Latvia",2012,"Female",1103623,9280,40768,92440,122407,138307,141160,155988,146318,260458,0
"Latvia",2020,"Male",878090.5,9267.5,42976,104492,89632.5,128150.5,128365,124600,120213.5,137160.5,0
"Latvia",2011,"Male",941375,9741,44496,95939,137623,142828,138229,140707,108957,131442,0
"Latvia",2013,"Female",1090834,9776,38904,94300,113955,137922,138557,152830,147393,260325,0
"Latvia",2014,"Male",914126,10794,40578,100453,112758,143777,132578,133970,114483,134031,0
"Latvia",2015,"Male",907753,11298,41358,100914,105890,143639,130941,131799,115981,135606,0
"Latvia",2009,"Male",981789,11626,45182,98005,158564,149365,143846,145142,105201,135449,0
"Latvia",2010,"Female",1138120,9965,43777,91477,141468,141714,146057,162123,142745,264160,0
"Latvia",2018,"Female",1039899,9578,41876,96411,86350,129813,127254,137406,150412,260624,0
"Latvia",2013,"Male",921813,10287,41216,98867,120698,143497,134508,136336,112901,132431,0
"Latvia",2011,"Female",1118334,9160,42701,91316,131378,139013,143602,158890,144787,261623,0
"Latvia",2009,"Female",1159880,11213,43332,93081,152210,145144,148888,165107,140939,266661,0
"Latvia",2021,"Male",872141,8928.5,40817,105713,89998.5,122380.5,129769,124278,119287.5,137327.5,0
"Latvia",2010,"Male",959435,10479,45428,96293,147429,145331,140780,142952,106879,133294,0
"Latvia",2016,"Male",899991,11375,43079,100907,99591,142326,128892,129389,117562,136533,0
"Latvia",2016,"Female",1059546,10487,40356,95715,94369,135274,130882,142709,149366,262016,0
"Latvia",2018,"Male",887275,10316,45179,101829,91564,137352,126863,125976,120084,136317,0
"Latvia",2021,"Female",1012349,8399.5,37947.5,99679.5,84696,113931,126312.5,133419.5,146272,259789,0
"Latvia",2015,"Female",1069774,10481,38868,96070,100065,136399,133585,145968,148432,262191,0
"Latvia",2017,"Female",1049586,10212,41538,95832,89595,133284,128488,139856,149969,261653,0
"Latvia",2017,"Male",892662,11039,44561,101259,94472,140372,127054,127395,118948,136739,0
"Lithuania",2008,"Female",1717845,14756,55880,167804,234198,208792,236071,247382,192746,368588,0
"Lithuania",2010,"Female",1668571,15212,56841,153084,218961,196906,223872,247619,195704,368827,0
"Lithuania",2010,"Male",1428711,16003,59489,161599,227810,198028,210004,220392,150657,198861,0
"Lithuania",2009,"Male",1461776,16197,58670,169250,237032,205749,218563,221718,148819,200180,0
"Lithuania",2021,"Male",1305782,12045,55034,147034,138712,184475,187282,190817,195114,202991,0
"Lithuania",2009,"Female",1701140,15329,56223,160188,229147,205781,230952,249295,193681,369584,0
"Lithuania",2014,"Female",1581241,14728,58813,135051,186406,182183,197933,233562,210814,365327,0
"Lithuania",2011,"Female",1632748,14745,57533,146411,207726,187312,216129,244437,198069,367407,0
"Lithuania",2017,"Female",1523663,14311,58575,132618,156806,180719,176415,216413,222286,366666,0
"Lithuania",2013,"Female",1595246,14784,58828,137471,192772,182444,203768,238372,206783,364747,0
"Lithuania",2011,"Male",1395367,15642,60390,154519,217769,189937,202100,218291,152785,197528,0
"Lithuania",2015,"Female",1566978,15036,58537,133506,178882,182926,191554,228287,214661,366625,0
"Lithuania",2019,"Female",1494164,13545,57722,134619,140409,177354,169147,206850,227539,366151,0
"Lithuania",2014,"Male",1351126,15382,61867,141934,197504,189300,187708,209050,165205,195803,0
"Lithuania",2008,"Male",1480386,15587,58252,177345,242106,207780,224675,220154,147860,200349,0
"Lithuania",2017,"Male",1304740,15273,61576,139426,165747,191437,172232,196159,177412,197459,0
"Lithuania",2013,"Male",1362443,15378,62072,144800,203647,188010,192330,212861,160901,195287,0
"Lithuania",2012,"Female",1611572,14741,58272,141261,199629,183799,209810,242009,202164,365737,0
"Lithuania",2020,"Male",1308976,13534,59983,143179,145616,198562,181283,191833,186682,197643,0
"Lithuania",2015,"Male",1337932,15874,61537,140115,188903,190800,182530,204725,169217,197203,0
"Lithuania",2021,"Female",1502598,11426,51844,139847,131886,177122,184092,207150,234217,361930,0
