"Country","Year","Sex","Total","Age00_01","Age01_04","Age05_14","Age15_24","Age25_34","Age35_44","Age45_54","Age55_64","Age65above","Unspecified_Age"
"Jordan",2008,"Male",3015000,72056,310834,738070,651540,513760,335270,174270,123620,167636,0
"Jordan",2008,"Female",2835000,68733,294237,699280,610310,467870,312330,167950,120330,162693,0
"Jordan",2009,"Male",3082000,73661,317759,754470,666020,525170,342720,178140,126360,171361,0
"Jordan",2009,"Female",2898000,70263,300787,714820,623860,478270,319260,171690,123000,166313,0
"Jordan",2010,"Male",3116871,74477,321280,762845,673636,530901,346522,180084,128065,173538,0
"Jordan",2011,"Male",3221100,76903,332167,788530,696080,548880,358190,186170,132070,179013,0
"Jordan",2013,"Female",3095000,75106,321089,763075,665555,510280,341240,183640,130760,179361,0
"Jordan",2013,"Male",3293000,78545,339260,805250,711305,560420,365730,190220,135225,185590,0
"Jordan",2015,"Female",3231693,69575,294951,742951,635002,487108,410884,298726,155076,206995,0
"Jordan",2012,"Male",3293000,78545,339260,805250,711305,560420,365730,190220,135225,185590,0
"Jordan",2011,"Female",3027900,73532,314358,746990,651600,499900,333970,179860,128070,173152,0
"Jordan",2015,"Male",3348368,73393,309338,782501,685237,497956,404438,301008,155268,212622,0
"Kuwait",2011,"Female",1448340,28338,118078,230439,232768,354327,260226,136768,55147,60587,0
"Kuwait",2012,"Male",2283153,29053,128371,250917,267410,637302,525386,296843,110420,66504,0
"Kuwait",2012,"Female",1523490,28307,124214,239552,237359,377621,276040,147044,59350,62310,0
"Kuwait",2014,"Male",2436488,30939,134288,276927,270301,663735,565764,327096,126018,72035,0
"Kuwait",2014,"Female",1602957,29531,129403,264790,228222,390934,292322,162106,67572,67089,0
"Kuwait",2015,"Male",2436488,30939,134288,276927,270301,663735,565764,327096,126018,71922,0
"Kuwait",2015,"Female",1602957,29531,129403,264790,228222,390934,292322,162106,67572,66825,0
"Kuwait",2016,"Male",2678563,29715,133479,285733,295427,725542,640716,373548,146295,77303,0
"Kuwait",2016,"Female",1651745,28588,127835,274163,220840,392001,311916,178476,75306,70248,0
"Kuwait",2017,"Male",2773724,28525,132061,291478,301198,758997,669688,388668,152969,78076,0
"Kuwait",2017,"Female",1663866,27073,126074,280249,220792,385429,316550,183137,79543,71095,0
"Kuwait",2010,"Female",1417406,26012,113756,225440,231645,351659,257328,130115,51659,55355,0
"Kuwait",2011,"Male",2183669,29398,122497,242095,260399,614348,499206,278726,101334,65064,0
"Kuwait",2013,"Male",2340184,30405,131376,262862,267988,643877,538531,308993,116989,69234,0
"Kuwait",2008,"Male",2261265,28184,110403,228709,283568,712955,515973,264455,86071,59131,0
"Kuwait",2008,"Female",1379162,27025,105421,215473,247755,348503,247620,115811,44889,53690,0
"Kuwait",2009,"Male",2139138,27392,114143,231825,262196,635172,487673,260069,88918,59142,0
"Kuwait",2010,"Male",2149031,27010,118045,237315,254945,619392,492625,270189,95585,60632,0
"Kuwait",2013,"Female",1551745,28901,127157,251412,233349,380061,278624,152801,63242,64569,0
"Kuwait",2018,"Female",1668483,27382,123443,283408,222710,370331,319469,189575,84184,75363,0
"Kuwait",2019,"Male",2943116,26906,126255,296979,308790,824187,717301,418691,166998,83915,0
"Kuwait",2019,"Female",1707893,25352,120471,284840,225778,372638,337805,201149,89173,76039,0
"Kuwait",2009,"Female",1303807,26535,109221,219779,219634,309613,225209,117374,48251,54726,0
"Kuwait",2018,"Male",2895486,28971,129342,295345,311368,805745,701640,407541,161516,82989,0
"Lebanon",2017,"Female",2236439.178,30150.12178,115733.8782,377970.9615,407589.7386,354541.1826,318291.336,243139.215,176828.52,242344.34578,0
"Lebanon",2017,"Male",2184274.625,31904.28839,127241.7116,404495.2395,456659.6529,328901.0472,253306.8549,210425.9388,154724.955,248519.22539,0
"Malaysia",2014,"Male",15867796,265991,1064316,2670524,3143127,3034024,2065538,1659098,1126247,1104922,0
"Malaysia",2013,"Female",14608851,253969,983308,2543621,2879257,2604270,1884663,1554100,1053793,1105839,0
"Malaysia",2011,"Female",14082026,243996,973525,2575376,2816793,2410980,1842773,1478616,968831,1015132,0
"Malaysia",2013,"Male",15604813,274568,1047448,2680527,3110462,2945891,2022419,1637999,1087468,1072599,0
"Malaysia",2011,"Male",14980010,259270,1028784,2709882,3000769,2728215,1946057,1580526,1005527,980250,0
"Malaysia",2008,"Male",14179100,254000,1035000,2767100,2916300,2389100,1853300,1457000,878500,882600,0
"Malaysia",2014,"Female",14840731,248093,992783,2531876,2892141,2688308,1909903,1586370,1096080,1143270,0
"Malaysia",2010,"Female",13858095,240840,979567,2590582,2791579,2330025,1824111,1438331,925803,978097,0
"Malaysia",2008,"Female",13388500,240500,983300,2625100,2731100,2150200,1775700,1360600,838900,923700,0
"Malaysia",2012,"Male",15215309,270064,1029800,2694081,3037424,2805168,1968635,1607075,1045969,1027157,0
"Malaysia",2012,"Female",14294713,252789,972029,2557802,2833682,2487880,1855721,1515056,1010638,1061905,0
"Malaysia",2009,"Female",13624557,244541,978743,2608160,2767220,2235600,1801405,1399985,883082,950362,0
"Malaysia",2009,"Male",14456940,259202,1032535,2742707,2944375,2512876,1885208,1503213,921601,914425,0
"Malaysia",2010,"Male",14730542,255020,1033167,2722888,2957754,2641252,1922101,1546748,963739,942893,0
"Maldives",2013,"Male",169799,3545,13169,28324,38896,33145,20170,15691,8223,12181,0
"Maldives",2014,"Female",172974.8683,3407.200415,14030.968674,28451.85427,33435.09299,37753.92997,22785.57865,16627.005556,8731.318456,11159.119757,0
"Maldives",2016,"Male",233328.6946,4101.943914,15462.571917,32161.01983,45020.38321,64004.22827,32817.42949,19664.198251,11227.320753,12971.542918,0
"Maldives",2015,"Female",170155,3567,13569,29062.1317,31999.21551,36025.52969,22237.86925,16520.368773,9284.158046,11457.052682,0
"Maldives",2012,"Female",163594,3466,12390,27200,37420,32589,20710,15395,7011,10879,0
"Maldives",2013,"Female",166425,3476,12953,26989,36435,34229,21198,15927,7683,11011,0
"Maldives",2014,"Male",214715.7133,3710.745579,15524.365353,30180.04323,42771.63745,56497.65813,29091.50713,18585.308863,9616.404329,12448.788807,0
"Maldives",2016,"Female",180507.5695,3752.528953,14021.389939,30078.06568,31465.56406,40092.91232,24901.16144,17748.948081,10376.67689,11822.851118,0
"Maldives",2017,"Male",169000,3982,15055,32843,29424,30864,20993,15946,11168,12707,0
"Maldives",2017,"Female",175871,3674,13816,30756,29836,36633,24333,17550,11057,11890,0
"Maldives",2011,"Male",164349,3503,11954,29352,40267,29556,19212,14862,7038,12108,0
"Maldives",2015,"Male",176222,3965,14996,30526.23706,34309.21148,35325.97293,21804.585138,16589.764315,9966.192035,12703.580457,0
"Maldives",2012,"Male",167058,3524,12639,28677,39737,31310,19683,15323,7563,12126,0
"Maldives",2018,"Female",188270.9741,3764.808466,14590.074253,31999.88634,29656.98188,41146.59718,27754.28614,18872.042098,12116.056596,12135.049578,0
"Maldives",2008,"Male",156713,3078,11087,32685,39917,24902,17837,12878,6151,11256,0
"Maldives",2019,"Male",266432.8752,4133.857772,16386.954941,35565.93153,49421.61839,76328.15547,40114.93732,22024.34336,13268.396854,13322.537319,0
"Maldives",2008,"Female",152861,2952,10555,30520,39154,26214,18702,12406,5700,9610,0
"Maldives",2019,"Female",192273.5263,3779.253705,14958.72624,32718.36695,29034.06499,41474.84672,29369.74396,19501.593426,12867.14143,12349.042525,0
"Maldives",2011,"Female",160786,3457,11654,27715,38199,30957,20218,14777,6486,10780,0
"Maldives",2018,"Male",254612.3387,4118.835619,15958.86485,34562.32741,47730.45856,72114.3455,37353.28407,21110.821326,12644.006181,13138.230829,0
"Mongolia",2016,"Male",1518797,40912,159114,270753,252851,290660,217607,158024,82882,86451,0
"Mongolia",2010,"Female",1429057,27742,109550,236940,297220,257889,210910,154941,70869,90738,0
"Mongolia",2010,"Male",1351700,28494,112516,242891,288669,240734,193354,138497,59867,75172,0
"Mongolia",2021,"Male",1617769.5,38296,156445,353757.5,221818.5,267665.5,234453.5,175376,112373,95271,0
"Mongolia",2017,"Male",1536859,35096,159836,287867,237840,288956,222175,163174,92204,84312,0
"Mongolia",2017,"Female",1594891,33044,152775,277868,235117,292230,231429,182074,115430,106643,0
"Mongolia",2019,"Female",1618179,36869,149743,313277,218678,272502,228927,184518,131149,118028,0
"Mongolia",2018,"Female",1615362,37188,152108,296677,228336,284545,230231,183809,124115,114209,0
"Mongolia",2016,"Female",1570059,38884,151782,259822,246805,292237,228301,177727,104337,107741,0
"Mongolia",2021,"Female",1665009.5,36491.5,148057.5,338495,215904.5,266321.5,238532.5,191118,140119.5,124820,0
"Mongolia",2018,"Male",1570985,39233,160694,309348,233298,284781,225194,167644,99792,89717,0
"Mongolia",2019,"Male",1575581,38654,158291,327053,223485,274080,225613,169307,105825,91407,0
"Mongolia",2020,"Male",1590112,38538.5,157973,337075.5,222317.5,271805,228300,171346.5,108069.5,92658,0
"Mongolia",2020,"Female",1635039.5,36671,149501,322706.5,217219,270613.5,232109,186931,134313,120147,0
"Occupied Palestinian Territory",2014,"Female",1372740,39408,147844,325966,296285,204184,148761,103372,55791,90537,0
"Occupied Palestinian Territory",2014,"Male",1417591,41235,154321,339112,310212,213418,153538,109527,57135,80328,0
"Occupied Palestinian Territory",2016,"Male",1491645,42174,163036,346946,319359,233395,161780,117689,65523,83917,0
"Occupied Palestinian Territory",2018,"Male",1489371,40659,156874,352111,304713,232886,158500,122324,73779,88184,0
"Occupied Palestinian Territory",2013,"Male",1417591,41235,154321,339112,310212,213418,153538,109527,57135,80328,0
"Occupied Palestinian Territory",2013,"Female",1372740,39408,147844,325966,296285,204184,148761,103372,55791,90537,0
"Occupied Palestinian Territory",2016,"Female",1443723,40299,155917,333750,305362,223196,156536,112040,63252,93670,0
"Occupied Palestinian Territory",2010,"Male",1276058,37006,138836,329562,279105,182988,136964,91565,44242,72796,0
"Occupied Palestinian Territory",2018,"Female",1431799,39177,147756,335523,289208,222640,155304,115583,69814,95971,0
"Occupied Palestinian Territory",2015,"Female",1408048,39896,153251,328275,301347,213289,152728,107712,59341,92105,0
"Occupied Palestinian Territory",2010,"Female",1237225,35880,133634,315410,266206,175603,132005,85660,45199,83508,0
"Occupied Palestinian Territory",2015,"Male",1454437,41750,160260,341208,315349,223000,157693,113670,61164,82093,0
"Oman",2014,"Male",2579811,36496,147911,266738,366911,910905,471517,229389,97295,87494,0
"Oman",2014,"Female",1413082,34513,142875,256150,264178,333020,185085,93402,55283,81461,0
"Oman",2020,"Female",1745722,38335,182394,356837,255186,366513,282092,129966,73662,97583,0
"Oman",2020,"Male",2857055,39899,189460,370606,322584,855774,622944,280594,117509,96492,0
"Oman",2021,"Male",2761154,39619,184028,399236,312236,755301,621966,279276,112028,95986,0
"Oman",2019,"Female",1659156,39814,175079,322480,255025,367672,262563,119316,69762,87259,0
"Oman",2019,"Male",2932379,41482,181697,334956,337679,953677,632260,284607,119252,88251,0
"Oman",2021,"Female",1766292,37882,177183,384243,251262,342500,296139,140745,74476,98285,0
"Philippines",2014,"Male",50398083.02,1064616.125,4338608.107,10965349.134,9886163.869,7792631.227,6423629.137,5017651.118,2982754.855,2991295.5697,0
"Philippines",2015,"Female",49909341,1002614,4225832,10334607,9660668,7693561,6149275,4806829,3256766,3781803,0
"Philippines",2013,"Male",49468720,1059562,4318011,10870745,9715854,7644966,6278500,4841963,2870282,2928399,0
"Philippines",2013,"Female",48543232,1002097,4017218,10215594,9437663,7450252,6078008,4766099,3021346,3557052,0
"Philippines",2014,"Female",49476175.4,1006877.016,4036380.045,10304643.132,9603065.07,7594161.004,6218525.543,4939147.887,3139033.002,3641219.7225,0
"Philippines",2015,"Male",51069962,1073401,4517084,11002255,9998011,8008780,6442740,4908043,3111251,3081798,0
"Philippines",2018,"Male",53441468,1088510.597,4580704.403,11180029,10181342,8543097,6792413,5230452,3471347,3462083.597,0
"Philippines",2018,"Female",52313712,1019738.549,4298039.451,10526715,9782426,8180820,6543473,5140528,3622282,4219428.549,0
"Philippines",2017,"Female",51514788,1014384.632,4275458.368,10466192,9745643,8017636,6411415,5028552,3498602,4071289.632,0
"Philippines",2019,"Male",54201305,1092236.015,4596418.984,11226324,10231122,8719518,6906059,5336770,3593599,3591494.015,0
"Philippines",2019,"Female",53086845,1024273.061,4317221.938,10579056,9811005,8341108,6673256,5250963,3746244,4367991.061,0
"Philippines",2016,"Male",51840147,1078352.873,4537879.128,11060355,10057811,8182095,6556234,5012671,3228003,3205098.873,0
"Philippines",2017,"Male",52654442,1083892.167,4561209.834,11124764,10123631,8363936,6675788,5122407,3349446,3333260.167,0
"Philippines",2016,"Female",50690049,1008208.526,4249401.473,10397307,9700493,7851616,6277159,4915089,3375273,3923710.526,0
"Qatar",2012,"Female",477704,10558,40915,82070,66105,129163,84505,41489,14946,18511,0
"Qatar",2011,"Male",1288588,10338,39802,81255,208412,458704,290293,141854,46165,22103,0
"Qatar",2012,"Male",1355199,10789,43199,86476,215605,481986,305846,147899,50521,23667,0
"Qatar",2019,"Male",2064276,14186,60716,128251,253759,746260,531085,231631,78208,34366,0
"Qatar",2020,"Female",807782,15076,63919,139887,92427,207581,169887,75295,30257,28529,0
"Qatar",2010,"Female",418903,9578,34569,70539,65383,114631,70353,35779,12331,15318,0
"Qatar",2011,"Female",444129,9946,38197,77165,65069,117813,76676,38335,13491,17383,0
"Qatar",2018,"Female",711964,13740,56656,118672,82670,194726,145734,62550,25280,25676,0
"Qatar",2017,"Male",2046047,13992,58875,115340,293873,750723,476120,234280,83520,33316,0
"Qatar",2020,"Male",2025899,15708,66696,145820,207122,678106,560827,248574,81957,36797,0
"Qatar",2018,"Male",2048206,14333,58753,123065,267110,750594,511816,226151,76845,33872,0
"Qatar",2014,"Male",1652037,12445,48809,103743,255628,593143,382875,179729,61208,26902,0
"Qatar",2015,"Female",597147,12683,48461,103497,83657,161167,109684,49942,19475,21264,0
"Qatar",2008,"Female",337305,8045,30063,64051,54844,82776,55319,27775,8965,13512,0
"Qatar",2009,"Male",1265155,9000,34541,71947,230071,459307,281443,132569,36598,18679,0
"Qatar",2017,"Female",678559,13561,57445,113147,83064,188383,128957,58375,24520,24668,0
"Qatar",2014,"Female",564143,11975,46511,98656,77890,148783,105532,47839,18185,20747,0
"Qatar",2015,"Male",1840643,13188,50708,108858,276673,665967,426115,209010,73561,29751,0
"Qatar",2013,"Male",1477632,11195,46539,93386,224912,534969,335454,161562,55540,25270,0
"Qatar",2009,"Female",373489,8651,32418,67214,60515,94391,62075,31656,10540,14680,0
"Qatar",2010,"Male",1296107,9926,36411,74101,189503,439558,346127,151738,40505,18164,0
"Qatar",2008,"Male",1111179,8668,33081,69592,204797,387899,244869,120497,32676,17768,0
"Qatar",2019,"Female",734926,13409,58315,123558,82695,201950,151524,64875,26405,25604,0
"Qatar",2013,"Female",526068,11246,44161,89036,69460,145621,96637,44696,16618,19839,0
"Qatar",2016,"Male",1975536,13648,57073,111941,284255,724399,459425,226103,80397,31943,0
"Qatar",2016,"Female",642098,13041,54506,107698,78939,177871,121551,55252,22891,23390,0
"Republic of Korea",2018,"Male",25601961,170537,868482,2409482,3308295,3423430,4063611,4400060,3804220,3290551,0
"Republic of Korea",2017,"Female",25653952,179881,863478,2274759.5,3099092,3195773.5,3984179,4258647,3728830.5,4139625,0
"Republic of Korea",2008,"Male",24757073,235528,955538,3330584,3456651,4106089,4488693,3990671,2200493,2214034,0
"Republic of Korea",2011,"Male",25081787.5,231723,960050,2914466,3543608,3868804,4455892.5,4241053.5,2615032.5,2463393,0
"Republic of Korea",2011,"Female",25029688,218295.5,903392.5,2677561.5,3161439.5,3682791,4310937,4115645,2685154.5,3426847.5,0
"Republic of Korea",2016,"Male",25527814.5,209649,936410,2455381,3536996.5,3496906,4168822,4377209.5,3488182,3038417.5,0
"Republic of Korea",2016,"Female",25585157,199449,889413.5,2291714,3183241,3261912,4026543,4256969.5,3553015,4020590.5,0
"Republic of Korea",2017,"Male",25576752,189829.5,907943,2428330,3433974.5,3446044.5,4119614.5,4382825,3671301.5,3155428.5,0
"Republic of Korea",2010,"Female",24902648,211372,893398,2793258.5,3137469.5,3756346.5,4337187,4074123,2518026,3332438.5,0
"Republic of Korea",2020,"Female",25743178.5,136525,720934.5,2244845.5,2787645.5,3159136,3754319.5,4303142,4017910,4609303.5,0
"Republic of Korea",2019,"Male",25609342,157216,821997,2384305,3178122,3438909,3978071,4421010,3914958,3434340,0
"Republic of Korea",2019,"Female",25728082,149180,780793,2247803,2900974,3143136,3839380,4316575,3946388,4421457,0
"Republic of Korea",2009,"Female",24780338,210608.5,890680,2908040,3120462,3844207,4349455,4000974,2371505,3238908.5,0
"Republic of Korea",2010,"Male",24977163.5,225130,951300,3054723.5,3509674,3936495.5,4498008,4183354,2451764,2374203,0
"Republic of Korea",2020,"Male",25606080.5,143572,759606,2375527,3035632,3476622.5,3895872.5,4408910,3994384.5,3617424.5,0
"Republic of Korea",2008,"Female",24647575,221812,890037,3008336,3128527,3931977,4314763,3895222,2284362,3141432,0
"Republic of Korea",2015,"Male",25458058,216519,953744,2523952,3580725,3573299,4219222,4374398,3269046,2935277,0
"Republic of Korea",2013,"Female",25276023.5,215501.5,906682.5,2502109,3205796.5,3536920,4195659.5,4212106.5,2964701.5,3669355.5,0
"Republic of Korea",2018,"Female",25698919,161185,825966,2265033,3000142,3151678,3927664,4286615,3845012,4277589,0
"Republic of Korea",2014,"Female",25388672,204915,911853,2424320,3209670.5,3460437,4116733,4259988.5,3127092.5,3788545.5,0
"Republic of Korea",2015,"Female",25493662,205664,904051,2347429,3211732,3353452,4072570,4264761,3328637,3915489,0
"Republic of Korea",2013,"Male",25282928,227399.5,961147,2708467,3589652,3731894.5,4341753.5,4320297.5,2908308.5,2696826.5,0
"Republic of Korea",2009,"Male",24876418,223866.5,951586.5,3199205.5,3472833.5,4022361,4514450,4106889,2301142,2292163,0
"Republic of Korea",2014,"Male",25374486,215720,964755.5,2615352,3588493.5,3662939,4267803,4363682.5,3072472,2811961,0
"Republic of Korea",2012,"Male",25187494,235286,960994,2802575,3573502,3795994,4412210,4281537,2762005,2576970,0
"Republic of Korea",2012,"Female",25157831,222673,905396,2582212,3188031,3604570,4276598,4155341,2826615,3545752,0
"Singapore",2013,"Male",1891504,17545,75975,220586,264023,265275,300099,316101,251054,198391,0
"Singapore",2013,"Female",1953247,16367,73408,211362,257932,287210,317985,313223,252169,239958,0
"Singapore",2014,"Female",1968329,16001,72840,209039,251839,289688,318773,312108,260361,253681,0
"Singapore",2014,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Singapore",2015,"Male",1916628,17749,76103,213262,257780,270351,298255,308072,267520,225285,0
"Singapore",2015,"Female",1986062,16810,72913,205578,249249,291298,319567,310432,268036,268989,0
"Singapore",2017,"Male",1943545,17118,78923,206895,251325,274805,293417,304481,281909,251790,0
"Singapore",2017,"Female",2022251,16256,75356,199933,240720,294733,319023,311790,282420,298276,0
"Singapore",2019,"Male",1969382,16731,77935,206712,240319,282673,285987,300758,291801,283197,0
"Singapore",2019,"Female",2056827,16236,74453,198989,230982,298967,315594,312606,293786,331450,0
"Singapore",2011,"Female",1921100,15100,77300,219200,255000,291100,318000,313700,235400,211600,0
"Singapore",2012,"Male",1880000,17100,77800,224700,264800,263800,303500,317700,242200,185700,0
"Singapore",2012,"Female",1938200,16100,75600,214900,258600,286200,319300,313600,243600,226200,0
"Singapore",2020,"Male",1977556,17041,76347,206696,234485,285404,284158,297073,294431,294173,0
"Singapore",2020,"Female",2066654,16393,73295,198434,225286,299391,314648,310735,296025,338237,0
"Singapore",2010,"Male",1861100,16700,82200,235500,257900,274300,309300,315900,219600,166200,0
"Singapore",2018,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Singapore",2009,"Female",1889189,17164,79925,228900,250100,296900,319400,307400,205500,201064,0
"Singapore",2010,"Female",1910600,16100,79400,224500,252900,296900,320100,310500,221100,204900,0
"Singapore",2009,"Male",1844699,17981,82718,241200,254400,274700,310900,312500,204100,164181,0
"Singapore",2013,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Singapore",2014,"Male",1902410,16781,75747,217547,259416,268258,299279,311928,259533,210702,0
"Singapore",2011,"Male",1868200,16100,79800,229400,260800,269000,304800,318400,233500,172200,0
"Singapore",2008,"Female",1839700,18200,76500,232100,240800,287100,315700,300700,192400,194400,0
"Singapore",2020,"Unspecified",0,0,0,0,0,0,0,0,0,0,0
"Singapore",2018,"Female",2038445,15904,74708,198934,235978,295495,317725,313084,288622,313899,0
"Singapore",2016,"Female",2004033,16895,74587,200989,245668,292693,319424,311062,275999,283611,0
"Singapore",2016,"Male",1929526,17745,77933,208015,254957,272839,296019,305719,275445,238599,0
"Singapore",2008,"Male",1803000,19200,79900,245300,247500,265900,308900,306500,190200,158800,0
"Singapore",2018,"Male",1955838,16760,78156,206662,246058,277533,289635,303719,287456,266619,0
"Syrian Arab Republic",2010,"Female",10080000,266000,1049000,2409000,1983000,1532000,1151000,817000,494000,645000,0
"Syrian Arab Republic",2010,"Male",10539000,273000,1121000,2555000,2173000,1502000,1119000,804000,534000,731000,0
"Syrian Arab Republic",2009,"Female",9838000,250000,1045000,2384000,2042000,1475000,1144000,761000,431000,556000,0
"Syrian Arab Republic",2008,"Male",10042000,247000,1111000,2496000,2121000,1341000,1083000,762000,468000,660000,0
"Syrian Arab Republic",2008,"Female",9602000,223000,1040000,2322000,1992000,1441000,1120000,745000,420000,522000,0
"Syrian Arab Republic",2009,"Male",10287000,270000,1118000,2565000,2176000,1372000,1106000,778000,479000,693000,0
"Thailand",2019,"Female",33462111,292872,1308878,3798569,4280517,4608352,5165117,5402350,4280098,4618230,0
"Thailand",2008,"Male",31175924,389753,1670245,4676722,4934951,5411804,5382201,4180476,2420150,2499375,0
"Thailand",2008,"Female",32038098,369354,1567897,4409659,4741877,5373526,5629775,4502587,2706914,3105863,0
"Thailand",2009,"Male",31274505,388440,1660670,4588799,4914657,5357432,5373963,4307826,2529521,2541637,0
"Thailand",2009,"Female",32182934,363881,1560730,4329225,4716781,5309573,5613751,4646997,2841192,3164685,0
"Thailand",2011,"Male",31593315.65,388696,1631691,4413405,4929387,5237957,5363494.648,4534047,2814108,2669226,0
"Thailand",2011,"Female",32587685,365401,1533381,4164365,4723611,5172436,5571636,4903196,3183695,3335365,0
"Thailand",2012,"Male",31614938,392007,1610036,4300247,4938617,5121552,5340918,4608346,2944185,2751037,0
"Thailand",2016,"Female",33119015,326038,1461254,3835038,4525574,4702656,5316138,5313546,3849351,4115458,0
"Thailand",2018,"Male",32043770,326948,1433596,4048915,4560076,4741212,5127996,4972259,3625486,3534230,0
"Thailand",2012,"Female",32651427,368247,1513820,4056666,4728702,5050719,5532688,4989162,3338849,3440821,0
"Thailand",2013,"Male",31773349,378419,1608374,4224575,4956860,5038432,5319270,4713229,3041233,2871376,0
"Thailand",2017,"Male",31966108,337043,1489836,4056348,4646922,4765197,5157667,4944098,3500762,3405278,0
"Thailand",2018,"Female",33362550,307732,1354730,3827219,4354116,4630742,5219364,5402713,4129056,4444610,0
"Thailand",2019,"Male",32094943,310029,1385117,4018994,4483830,4726597,5087111,4980146,3754588,3658560,0
"Thailand",2014,"Male",31922490,361971,1604348,4179206,4935213,4969108,5294266,4801101,3135377,3003871,0
"Thailand",2016,"Male",31894480,344574,1547901,4056689,4736305,4796355,5191917,4892730,3382992,3289591,0
"Thailand",2010,"Male",31372467,384708,1642711,4496770,4905031,5293421,5356196,4430331,2654918,2593089,0
"Thailand",2010,"Female",32329235.84,361191,1543328.844,4244226,4702548,5237458,5582450,4787091,2995969,3236165,0
"Thailand",2013,"Female",32847953,355415,1512607,3984166,4741021,4960889,5491372,5103372,3453976,3600550,0
"Thailand",2017,"Female",33238689,317502,1407784,3834361,4439041,4662946,5263890,5373532,3985942,4271193,0
"Thailand",2015,"Female",33095309,335022,1492109,3881727,4632371,4783703,5388554,5258305,3707544,3950996,0
"Thailand",2015,"Male",31932092,354899,1584095,4111704,4847684,4873464,5252544,4848605,3261998,3151998,0
"Thailand",2014,"Female",33032823.16,339976,1509099,3940160,4717317.175,4883263,5443392,5200726,3562058,3776807.9822,0
"Turkey",2010,"Male",36752826,608009,2559113.5,6519482,6411110.5,6363299,5143851.5,4175030,2696034,2884905.5,0
"Turkey",2018,"Male",40837558,630316,2696871,6480648,6646063,6374096,6235072,4973935,3698778,3692283,0
"Turkey",2013,"Male",38164870,622276.5,2546485,6481080.5,6461036,6491205,5532351,4449882,3066373.5,3136457,0
"Turkey",2015,"Female",38970732,622443,2461872,6100840,6267398,6288287,5749903,4543623,3363704,4123860,0
"Turkey",2019,"Female",41148882,576613,2547200,6221470,6316529,6241342,6181369,5019092,3930501,4583676,0
"Turkey",2012,"Female",37431265.5,583397,2432588.5,6169331,6140942,6314493,5237530.5,4302117,3100426.5,3733837,0
"Turkey",2019,"Male",41430558,607078,2684172,6561807,6647006,6428633,6305795,5091391,3850983,3818157,0
"Turkey",2018,"Female",40569646,597765,2558468,6144844,6331184,6194949,6126735,4897386,3779306,4436488,0
"Turkey",2014,"Female",38453053,610348,2430547,6136028,6220032,6325398,5590344,4480277,3248005,3959989,0
"Turkey",2016,"Male",39777420.5,649755,2645276,6410074.5,6627369,6398263,6015648,4724568,3425050,3498760.5,0
"Turkey",2017,"Male",40289393,641082,2679486,6421494,6646793,6359485,6154521,4850010,3560113,3581187,0
"Turkey",2017,"Female",40023306,608232,2541775,6087570,6339277,6182975,6060562,4767675,3638213,4313717,0
"Turkey",2009,"Male",36181812,606664,2515081.5,6542690.5,6380791.5,6272520,5111366.5,4048962.5,2522613,2787786.5,0
"Turkey",2009,"Female",35857394,571286.5,2383757.5,6204480.5,6097408,6101898,5014729.5,4012559.5,2663978.5,3378582.5,0
"Turkey",2015,"Male",39247747,656534,2597178,6435462,6573627,6452161,5842386,4624214,3294755,3399394,0
"Turkey",2011,"Female",36935560.5,570181,2440466.5,6178913,6126637,6266329.5,5076358,4219804.5,3012122.5,3614929.5,0
"Turkey",2013,"Female",37889746.5,592050,2413455,6148824.5,6177538,6322406,5421588,4387297.5,3160465,3858172.5,0
"Turkey",2014,"Male",38728831,645249,2564333,6469621,6517033,6484352,5691198,4553343,3173458,3250961,0
"Turkey",2016,"Female",39500541.5,616942,2508432.5,6075521,6316985.5,6225662.5,5926628.5,4639305,3499110.5,4227710,0
"Turkey",2010,"Female",36389324,573833,2426066.5,6182454,6118805,6170591.5,5027297.5,4126108,2835490,3502511.5,0
"Turkey",2011,"Male",37288068,603260,2575366,6514392,6416997,6458548.5,5205820,4272745.5,2876462,2967737,0
"Turkey",2012,"Male",37744561,616231.5,2567173.5,6503155.5,6425965.5,6494243,5361846,4356452.5,2983574.5,3052150.5,0
"Albania",2009,"Female",1463983,16589,69335,236174,270003,182712,194619,199667,132302,179171,0
"Albania",2010,"Male",1457666,18824,74445,240939,279508,179720,172190,199421,141413,170030,0
"Albania",2009,"Male",1463539,18782,77081,253007,283448,174955,175643,198722,134724,165959,0
"Albania",2010,"Female",1455363,16719,67016,223969,263581,183579,192191,202402,139956,182669,0
"Albania",2013,"Female",1438385,17031,66249,187558,237550,191853,190521,206996,162922,194736,0
"Albania",2014,"Male",1460477,18325,70650,194554,250345,213828,173614,199879,169784,187823,0
"Albania",2008,"Female",1474651,16565,73413,246288,276073,182663,198706,195126,127619,174763,0
"Albania",2015,"Male",1461410,17559,69846,184114,240777,222680,176325,198139,176166,193363,0
"Albania",2015,"Female",1427763,16087,65997,168140,212324,199024,192205,208070,176548,205455,0
"Albania",2008,"Male",1472669,18807,81476,262464,286702,172855,181235,195884,130664,161389,0
"Albania",2014,"Female",1433184,16828,66146,177838,224883,195460,190620,208577,169394,200266,0
